,clientnum,customer_status,age,gender,dependencies,education_level,marital_status,income_category,card_category,months_on_book,no_of_products,months_inactive_12_mon,contacts_count_12_mon,credit_limit,total_revolving_bal,total_trans_amt,total_trans_ct,avg_utilization_ratio,age_bracket,utilization_cat
5646,709232808,Attrited Customer,44,F,3,Unknown,Divorced,$40K - $60K,Blue,34,2,3,2,1689.0,0,1588,37,0.0,40s,Low
5649,714527433,Attrited Customer,39,M,4,Graduate,Married,$80K - $120K,Blue,30,5,2,2,17523.0,0,1974,54,0.0,30s,Low
5652,714014733,Attrited Customer,33,M,2,College,Single,$80K - $120K,Blue,36,4,3,2,9642.0,1431,2172,33,0.148,30s,Low
5654,712733958,Attrited Customer,46,F,2,Unknown,Single,Less than $40K,Blue,36,6,3,3,1731.0,0,2304,46,0.0,40s,Low
5659,716122008,Attrited Customer,44,F,3,Unknown,Married,Less than $40K,Blue,35,3,3,2,1855.0,0,2544,27,0.0,40s,Low
5660,714960408,Attrited Customer,44,F,3,College,Single,Less than $40K,Blue,34,4,3,1,1605.0,890,2722,45,0.555,40s,Medium
5661,772382283,Attrited Customer,46,F,3,Graduate,Married,Less than $40K,Blue,36,3,3,3,2302.0,1593,2689,49,0.692,40s,Medium
5663,714266883,Attrited Customer,54,F,4,Post-Graduate,Unknown,Less than $40K,Blue,44,5,3,3,2440.0,503,2334,51,0.206,50s,Low
5674,751518633,Attrited Customer,48,M,5,Post-Graduate,Single,$120K +,Silver,41,5,3,1,34516.0,2517,2260,50,0.073,40s,Low
5678,712395408,Attrited Customer,51,F,3,Graduate,Divorced,Less than $40K,Blue,41,5,3,3,1495.0,691,2552,42,0.462,50s,Medium
5679,818459733,Attrited Customer,41,M,3,Doctorate,Single,$120K +,Blue,26,3,2,2,9220.0,0,2276,32,0.0,40s,Low
5680,708867408,Attrited Customer,52,M,2,High School,Married,$60K - $80K,Blue,40,3,4,2,23128.0,1958,2050,35,0.085,50s,Low
5689,719420883,Attrited Customer,56,F,4,Graduate,Unknown,Less than $40K,Blue,44,5,3,3,1677.0,0,2477,45,0.0,50s,Low
5694,753365883,Attrited Customer,44,F,3,Unknown,Single,Unknown,Blue,37,3,2,3,1900.0,0,2298,45,0.0,40s,Low
5697,717915783,Attrited Customer,60,M,0,Unknown,Married,$60K - $80K,Blue,47,5,1,3,4541.0,1037,2829,44,0.228,60s,Low
5711,708298233,Attrited Customer,49,F,3,Graduate,Married,Less than $40K,Blue,37,4,2,1,6184.0,0,1756,49,0.0,40s,Low
5714,712329933,Attrited Customer,47,F,1,High School,Unknown,Less than $40K,Blue,41,6,3,2,3654.0,0,1998,44,0.0,40s,Low
5719,795784008,Attrited Customer,44,F,3,Graduate,Married,Less than $40K,Blue,38,4,2,3,3889.0,2517,1718,37,0.647,40s,Medium
5724,720275358,Attrited Customer,47,M,2,Graduate,Married,$40K - $60K,Blue,30,4,3,2,1889.0,0,2479,46,0.0,40s,Low
5727,710727333,Attrited Customer,49,F,3,High School,Married,Less than $40K,Blue,36,4,2,2,1763.0,0,2813,43,0.0,40s,Low
5730,715400733,Attrited Customer,43,F,3,Uneducated,Married,$40K - $60K,Blue,36,6,4,3,1438.3,0,2116,38,0.0,40s,Low
5733,711389358,Attrited Customer,42,M,3,Graduate,Married,$40K - $60K,Blue,23,5,3,2,5791.0,2517,2516,64,0.435,40s,Medium
5736,711253383,Attrited Customer,48,F,2,Unknown,Married,Unknown,Blue,38,6,2,3,4382.0,0,2446,34,0.0,40s,Low
5738,794554683,Attrited Customer,41,F,4,Graduate,Married,Less than $40K,Blue,26,4,2,2,3159.0,0,2925,46,0.0,40s,Low
5748,711323283,Attrited Customer,57,M,2,Uneducated,Married,$60K - $80K,Blue,41,3,3,2,2527.0,1030,2767,43,0.408,50s,Medium
5763,720711483,Attrited Customer,56,F,1,High School,Married,Unknown,Blue,42,5,2,3,3674.0,2517,2608,45,0.685,50s,Medium
5771,809440008,Attrited Customer,39,F,2,High School,Single,Unknown,Blue,34,3,3,1,2069.0,550,2716,43,0.266,30s,Low
5778,711237633,Attrited Customer,49,M,0,Graduate,Married,$60K - $80K,Blue,29,3,3,3,1460.0,0,2329,36,0.0,40s,Low
5780,718913358,Attrited Customer,36,M,2,Graduate,Single,Less than $40K,Blue,36,3,3,3,4225.0,2517,2659,43,0.596,30s,Medium
5782,718452633,Attrited Customer,35,F,4,Graduate,Married,Unknown,Blue,36,4,3,3,1931.0,0,2569,46,0.0,30s,Low
5783,769883733,Attrited Customer,46,M,3,Post-Graduate,Single,$40K - $60K,Blue,40,3,4,2,2344.0,0,2098,31,0.0,40s,Low
5794,711122958,Attrited Customer,41,F,3,Graduate,Single,Less than $40K,Blue,33,5,3,3,1764.0,0,2105,57,0.0,40s,Low
5802,708606633,Attrited Customer,56,F,3,Graduate,Married,$40K - $60K,Blue,44,6,3,4,1544.0,0,1902,35,0.0,50s,Low
5805,713115483,Attrited Customer,44,F,3,Uneducated,Married,Less than $40K,Blue,36,6,3,3,1684.0,0,2275,45,0.0,40s,Low
5818,713186058,Attrited Customer,42,F,3,Unknown,Married,$40K - $60K,Blue,36,4,2,3,1438.3,0,2191,51,0.0,40s,Low
5820,789241308,Attrited Customer,54,F,2,Unknown,Unknown,Less than $40K,Blue,39,4,3,3,1438.3,0,2145,41,0.0,50s,Low
5822,778272408,Attrited Customer,52,M,1,Unknown,Divorced,$80K - $120K,Blue,42,4,4,2,5763.0,0,2310,48,0.0,50s,Low
5826,715328658,Attrited Customer,41,F,5,Post-Graduate,Married,Less than $40K,Blue,36,5,3,3,1495.0,0,2622,70,0.0,40s,Low
5827,708918558,Attrited Customer,37,F,2,Graduate,Married,$40K - $60K,Blue,36,5,3,2,1959.0,662,3046,52,0.338,30s,Medium
5830,721480158,Attrited Customer,50,F,2,Unknown,Married,Less than $40K,Blue,43,3,3,2,1438.3,910,2370,44,0.633,50s,Medium
5831,709100283,Attrited Customer,36,F,2,High School,Single,Unknown,Blue,26,3,2,2,5956.0,2517,2828,46,0.423,30s,Medium
5835,713466033,Attrited Customer,39,F,2,Graduate,Divorced,Less than $40K,Blue,36,5,2,3,2092.0,0,2015,33,0.0,30s,Low
5849,719630358,Attrited Customer,50,F,4,High School,Married,Less than $40K,Blue,36,1,3,2,3546.0,0,2616,47,0.0,50s,Low
5850,712399308,Attrited Customer,38,F,3,High School,Unknown,Less than $40K,Blue,36,5,3,3,2989.0,2387,2143,67,0.799,30s,High
5859,717255333,Attrited Customer,40,M,3,Graduate,Single,$80K - $120K,Blue,36,1,2,2,6921.0,0,2729,44,0.0,40s,Low
5862,708793008,Attrited Customer,46,M,3,Doctorate,Divorced,$80K - $120K,Blue,35,5,3,3,9949.0,0,2207,40,0.0,40s,Low
5872,718303683,Attrited Customer,36,F,2,Graduate,Married,Less than $40K,Blue,23,4,2,2,1666.0,813,2622,60,0.488,30s,Medium
5879,708660408,Attrited Customer,40,F,1,College,Married,$40K - $60K,Blue,36,4,2,4,1737.0,1689,2459,43,0.972,40s,High
5888,711671058,Attrited Customer,48,F,1,Uneducated,Married,Unknown,Blue,38,5,2,2,1438.3,0,2171,38,0.0,40s,Low
5890,808747233,Attrited Customer,50,M,2,Doctorate,Married,$120K +,Silver,45,6,3,3,34516.0,0,2573,55,0.0,50s,Low
5891,713084208,Attrited Customer,43,M,4,College,Married,$40K - $60K,Blue,32,6,3,3,4373.0,0,2397,46,0.0,40s,Low
5892,709803258,Attrited Customer,48,M,2,Unknown,Married,$80K - $120K,Blue,28,5,2,3,12073.0,0,2400,52,0.0,40s,Low
5895,818699208,Attrited Customer,47,F,4,Post-Graduate,Married,Unknown,Blue,42,4,4,4,6451.0,0,2400,43,0.0,40s,Low
5897,719516208,Attrited Customer,54,M,2,College,Single,$120K +,Blue,36,3,2,3,34516.0,0,2329,47,0.0,50s,Low
5898,717026658,Attrited Customer,43,F,3,Uneducated,Married,Less than $40K,Blue,32,6,3,3,1897.0,0,2866,47,0.0,40s,Low
5913,713261133,Attrited Customer,38,M,4,Graduate,Unknown,$60K - $80K,Blue,22,5,2,3,8632.0,0,2221,40,0.0,30s,Low
5917,768243858,Attrited Customer,54,M,3,High School,Married,$80K - $120K,Blue,48,3,4,3,3288.0,2517,2717,46,0.766,50s,High
5929,717072108,Attrited Customer,50,F,2,Unknown,Single,$40K - $60K,Blue,36,3,3,2,2762.0,0,2571,44,0.0,50s,Low
5930,721460283,Attrited Customer,49,F,3,Post-Graduate,Single,Less than $40K,Blue,35,5,1,2,2214.0,915,2144,51,0.413,40s,Medium
5939,719577258,Attrited Customer,43,F,2,Uneducated,Divorced,Less than $40K,Blue,30,3,3,4,6811.0,0,1937,39,0.0,40s,Low
5941,772528158,Attrited Customer,55,F,3,Unknown,Single,Less than $40K,Blue,45,4,3,4,1741.0,0,2546,42,0.0,50s,Low
5942,718707933,Attrited Customer,54,M,2,Uneducated,Married,$60K - $80K,Blue,35,4,3,4,2189.0,382,2750,51,0.175,50s,Low
5949,771638733,Attrited Customer,49,M,3,Doctorate,Single,$40K - $60K,Blue,37,5,2,3,4354.0,0,2750,59,0.0,40s,Low
5955,713930433,Attrited Customer,57,M,2,Uneducated,Unknown,$80K - $120K,Blue,36,5,3,3,4316.0,0,1920,53,0.0,50s,Low
5957,772162683,Attrited Customer,34,F,2,Graduate,Married,Less than $40K,Blue,23,6,2,2,3116.0,0,2768,45,0.0,30s,Low
5958,712531008,Attrited Customer,43,M,3,Unknown,Married,$120K +,Blue,34,4,3,2,24868.0,794,2510,32,0.032,40s,Low
5965,716709858,Attrited Customer,34,F,1,Uneducated,Unknown,Less than $40K,Blue,25,1,2,3,3074.0,0,2721,54,0.0,30s,Low
5970,814765533,Attrited Customer,44,F,4,High School,Single,$40K - $60K,Blue,39,4,3,3,10587.0,2517,2971,54,0.238,40s,Low
5980,826421958,Attrited Customer,46,F,1,High School,Married,Less than $40K,Blue,42,5,4,1,1438.3,0,1843,44,0.0,40s,Low
5982,708158133,Attrited Customer,45,M,3,College,Married,$80K - $120K,Blue,36,3,2,2,3031.0,2517,2188,50,0.83,40s,High
5989,708653958,Attrited Customer,38,M,3,College,Married,$60K - $80K,Blue,36,5,2,2,6114.0,1461,2608,36,0.239,30s,Low
5990,712161858,Attrited Customer,55,F,5,Unknown,Single,Less than $40K,Blue,36,4,2,3,1438.3,0,2244,54,0.0,50s,Low
6002,780143283,Attrited Customer,43,F,3,Graduate,Married,$40K - $60K,Blue,32,4,3,3,2701.0,2498,2678,37,0.925,40s,High
6005,719881533,Attrited Customer,46,M,2,College,Married,$40K - $60K,Silver,34,5,3,4,16547.0,0,1561,41,0.0,40s,Low
6008,771783333,Attrited Customer,49,F,1,Uneducated,Divorced,$40K - $60K,Blue,37,6,2,2,2173.0,0,2379,57,0.0,40s,Low
6018,711274458,Attrited Customer,38,F,3,High School,Married,Less than $40K,Blue,27,4,3,3,1438.3,0,2478,45,0.0,30s,Low
6023,714035283,Attrited Customer,56,F,1,Post-Graduate,Married,Less than $40K,Blue,36,6,2,2,2802.0,2256,2371,46,0.805,50s,High
6027,708376983,Attrited Customer,58,F,1,Unknown,Single,Unknown,Blue,50,5,2,2,8513.0,799,2119,37,0.094,50s,Low
6029,711862533,Attrited Customer,55,F,1,Uneducated,Married,Less than $40K,Blue,36,5,3,2,2258.0,2000,2500,42,0.886,50s,High
6030,772407333,Attrited Customer,41,F,3,Unknown,Married,Less than $40K,Blue,30,5,3,3,1654.0,0,1730,30,0.0,40s,Low
6035,720654183,Attrited Customer,45,M,4,Graduate,Married,$80K - $120K,Blue,35,2,3,3,23542.0,1307,2152,46,0.056,40s,Low
6038,779348358,Attrited Customer,52,F,1,Uneducated,Single,Less than $40K,Blue,37,5,3,4,1717.0,0,3004,46,0.0,50s,Low
6044,827051808,Attrited Customer,44,F,0,College,Married,Less than $40K,Blue,40,5,4,2,7499.0,1083,2478,45,0.144,40s,Low
6045,710484408,Attrited Customer,39,M,4,Post-Graduate,Married,$120K +,Blue,29,6,3,3,8700.0,1742,2306,50,0.2,30s,Low
6046,817108083,Attrited Customer,55,M,3,Unknown,Single,$60K - $80K,Blue,35,3,3,3,14266.0,1341,1625,34,0.094,50s,Low
6056,713474733,Attrited Customer,51,M,2,Graduate,Single,$80K - $120K,Blue,31,5,3,2,1438.3,327,1783,40,0.227,50s,Low
6064,790119408,Attrited Customer,48,F,3,Uneducated,Married,Less than $40K,Blue,41,5,3,2,4960.0,0,2430,48,0.0,40s,Low
6067,708684108,Attrited Customer,46,F,4,Graduate,Married,$40K - $60K,Blue,34,5,3,1,4152.0,1446,2218,30,0.348,40s,Medium
6073,708736608,Attrited Customer,40,M,3,Graduate,Married,$120K +,Blue,27,5,3,2,2269.0,0,2108,39,0.0,40s,Low
6074,713047608,Attrited Customer,40,F,2,College,Unknown,Less than $40K,Blue,36,6,1,3,2387.0,2013,2134,41,0.843,40s,High
6076,711886383,Attrited Customer,54,F,5,High School,Married,Unknown,Blue,44,5,3,3,5342.0,605,2426,46,0.113,50s,Low
6077,713058858,Attrited Customer,54,F,2,Graduate,Unknown,Less than $40K,Blue,46,5,3,2,1695.0,913,2130,48,0.539,50s,Medium
6082,714789033,Attrited Customer,54,F,1,Graduate,Married,Less than $40K,Blue,50,3,3,3,3173.0,2517,2763,51,0.793,50s,High
6083,809811858,Attrited Customer,43,M,5,High School,Unknown,$80K - $120K,Blue,38,3,3,2,1504.0,0,2530,43,0.0,40s,Low
6084,826709658,Attrited Customer,45,F,3,Graduate,Divorced,$40K - $60K,Blue,41,1,3,3,1477.0,0,2214,43,0.0,40s,Low
6092,719098308,Attrited Customer,56,F,2,High School,Single,Less than $40K,Blue,42,5,4,2,2423.0,268,2516,59,0.111,50s,Low
6111,757194408,Attrited Customer,43,M,3,College,Married,$60K - $80K,Blue,36,2,3,3,1438.3,0,1707,38,0.0,40s,Low
6113,762020133,Attrited Customer,37,F,3,High School,Married,Unknown,Blue,30,3,3,3,9874.0,0,2446,47,0.0,30s,Low
6117,780720258,Attrited Customer,45,M,4,High School,Divorced,Less than $40K,Blue,34,4,2,3,3489.0,2517,2684,39,0.721,40s,High
6125,788835408,Attrited Customer,49,F,3,Unknown,Married,Less than $40K,Blue,33,6,3,3,2910.0,0,2648,41,0.0,40s,Low
6127,712327608,Attrited Customer,54,F,0,Doctorate,Single,Less than $40K,Blue,36,4,3,2,2708.0,0,2321,45,0.0,50s,Low
6132,712982808,Attrited Customer,47,M,2,Doctorate,Divorced,$80K - $120K,Blue,32,1,3,3,1438.3,0,2388,42,0.0,40s,Low
6134,715222533,Attrited Customer,52,F,3,Graduate,Married,Less than $40K,Blue,36,5,3,3,2566.0,1079,2340,36,0.42,50s,Medium
6142,708373083,Attrited Customer,40,F,4,Unknown,Married,$40K - $60K,Blue,30,1,3,4,3356.0,2517,2032,39,0.75,40s,High
6148,712552608,Attrited Customer,46,F,3,Graduate,Married,Less than $40K,Blue,34,3,3,1,1438.3,0,2658,43,0.0,40s,Low
6153,794675058,Attrited Customer,36,M,3,Graduate,Married,$80K - $120K,Blue,21,5,3,2,5015.0,1963,2491,43,0.391,30s,Medium
6157,809616108,Attrited Customer,38,F,2,High School,Single,Less than $40K,Blue,33,3,3,3,1568.0,0,2812,59,0.0,30s,Low
6161,708108333,Attrited Customer,47,F,3,Graduate,Married,Unknown,Blue,36,3,3,1,5590.0,0,1507,32,0.0,40s,Low
6168,708972783,Attrited Customer,48,F,4,College,Married,Less than $40K,Blue,37,3,2,3,1745.0,0,2297,44,0.0,40s,Low
6171,767553333,Attrited Customer,45,M,3,Graduate,Single,$80K - $120K,Blue,39,1,3,3,8383.0,0,2600,44,0.0,40s,Low
6183,720062508,Attrited Customer,38,F,2,Unknown,Married,$40K - $60K,Blue,28,6,2,2,1628.0,0,2527,41,0.0,30s,Low
6184,714013983,Attrited Customer,37,F,4,Post-Graduate,Married,Less than $40K,Blue,36,3,3,3,1586.0,0,2109,41,0.0,30s,Low
6190,713583408,Attrited Customer,51,F,4,Graduate,Single,$40K - $60K,Blue,37,2,3,2,4708.0,920,2179,50,0.195,50s,Low
6197,713957283,Attrited Customer,42,F,4,Uneducated,Married,Less than $40K,Blue,23,3,2,3,3214.0,0,2119,44,0.0,40s,Low
6201,815539233,Attrited Customer,54,M,4,High School,Single,$80K - $120K,Silver,49,1,3,4,34516.0,214,1201,22,0.006,50s,Low
6209,711399408,Attrited Customer,34,F,2,Graduate,Divorced,Unknown,Blue,25,2,3,4,12373.0,0,2462,40,0.0,30s,Low
6211,711716133,Attrited Customer,42,F,3,High School,Married,$40K - $60K,Blue,34,6,3,1,1585.0,1381,2360,40,0.871,40s,High
6218,715530258,Attrited Customer,46,F,2,Post-Graduate,Single,Unknown,Blue,37,1,3,3,4848.0,2517,2353,53,0.519,40s,Medium
6223,710410158,Attrited Customer,49,M,2,Graduate,Unknown,$80K - $120K,Blue,38,3,4,3,34516.0,0,1592,35,0.0,40s,Low
6231,708976908,Attrited Customer,40,M,3,Post-Graduate,Single,$80K - $120K,Blue,36,4,4,3,8958.0,0,2131,43,0.0,40s,Low
6234,712602708,Attrited Customer,36,M,3,Unknown,Unknown,$80K - $120K,Blue,36,4,1,2,1815.0,0,2039,34,0.0,30s,Low
6243,771422883,Attrited Customer,57,F,3,Graduate,Married,Less than $40K,Blue,45,1,4,2,1759.0,186,2705,35,0.106,50s,Low
6245,708703308,Attrited Customer,35,F,1,Unknown,Married,$40K - $60K,Blue,26,6,4,4,2045.0,1707,2183,39,0.835,30s,High
6251,820047858,Attrited Customer,44,F,4,Graduate,Unknown,Less than $40K,Blue,39,1,4,2,3017.0,1868,2096,50,0.619,40s,Medium
6253,708186933,Attrited Customer,33,M,1,Graduate,Single,$60K - $80K,Blue,36,4,3,2,1819.0,725,2254,45,0.399,30s,Medium
6255,815315058,Attrited Customer,48,F,4,High School,Married,$40K - $60K,Blue,43,4,2,2,1438.3,0,2520,45,0.0,40s,Low
6261,713512308,Attrited Customer,50,F,0,Graduate,Single,Less than $40K,Blue,41,2,3,1,3423.0,0,2229,45,0.0,50s,Low
6264,709581483,Attrited Customer,40,F,4,Doctorate,Married,Less than $40K,Blue,21,1,2,1,2984.0,2517,2373,53,0.843,40s,High
6265,711201108,Attrited Customer,37,F,3,High School,Single,Less than $40K,Blue,29,3,3,3,1653.0,0,2284,35,0.0,30s,Low
6268,714887808,Attrited Customer,43,F,1,Uneducated,Single,Less than $40K,Blue,36,1,3,2,1818.0,0,2279,50,0.0,40s,Low
6271,709714008,Attrited Customer,50,F,1,Unknown,Single,Unknown,Blue,39,6,3,3,9248.0,0,2325,45,0.0,50s,Low
6273,714519408,Attrited Customer,44,F,3,College,Married,Less than $40K,Blue,36,2,3,3,5357.0,2139,1979,48,0.399,40s,Medium
6276,712740108,Attrited Customer,43,F,4,Uneducated,Divorced,Less than $40K,Blue,33,6,3,1,1706.0,0,2371,45,0.0,40s,Low
6277,720251358,Attrited Customer,54,F,2,High School,Divorced,Less than $40K,Blue,36,6,3,1,3591.0,2517,2313,43,0.701,50s,High
6282,828294933,Attrited Customer,49,F,3,High School,Married,Less than $40K,Blue,45,3,2,3,2951.0,2437,2519,36,0.826,40s,High
6284,712307283,Attrited Customer,54,M,1,College,Single,$120K +,Blue,37,6,2,3,9090.0,2517,2239,43,0.277,50s,Low
6286,778910883,Attrited Customer,53,M,2,Unknown,Married,$80K - $120K,Blue,34,4,3,2,1837.0,875,2169,43,0.476,50s,Medium
6292,779848383,Attrited Customer,37,F,3,Graduate,Single,Less than $40K,Blue,21,4,2,2,1784.0,577,2348,47,0.323,30s,Medium
6307,712163433,Attrited Customer,47,M,3,Uneducated,Married,$40K - $60K,Blue,29,1,2,4,1684.0,644,2164,36,0.382,40s,Medium
6313,711487533,Attrited Customer,47,F,3,Unknown,Married,Less than $40K,Blue,38,3,3,2,1438.3,0,1687,38,0.0,40s,Low
6314,715306983,Attrited Customer,42,M,5,High School,Married,$60K - $80K,Blue,36,1,2,3,1866.0,0,2833,42,0.0,40s,Low
6316,789637308,Attrited Customer,45,F,2,College,Divorced,$40K - $60K,Blue,39,4,3,4,3076.0,0,2580,50,0.0,40s,Low
6319,794172033,Attrited Customer,58,F,1,Post-Graduate,Divorced,Less than $40K,Blue,52,4,1,3,1817.0,0,2347,45,0.0,50s,Low
6327,714520233,Attrited Customer,59,F,0,Graduate,Married,Less than $40K,Blue,36,2,3,2,1708.0,0,1992,38,0.0,50s,Low
6333,717725433,Attrited Customer,54,F,2,Graduate,Married,$40K - $60K,Blue,44,3,4,2,1606.0,0,2258,37,0.0,50s,Low
6354,710690733,Attrited Customer,47,F,3,Graduate,Married,Less than $40K,Blue,35,4,3,2,1666.0,0,2816,38,0.0,40s,Low
6358,779084208,Attrited Customer,43,F,3,High School,Divorced,Less than $40K,Blue,24,4,2,2,1662.0,613,2326,31,0.369,40s,Medium
6359,715304958,Attrited Customer,42,F,3,Graduate,Single,Less than $40K,Blue,27,6,2,2,2053.0,0,3053,50,0.0,40s,Low
6362,715950483,Attrited Customer,39,F,1,Uneducated,Married,$40K - $60K,Blue,27,3,3,3,2821.0,725,2397,35,0.257,30s,Low
6366,711919608,Attrited Customer,42,F,3,Graduate,Married,Less than $40K,Blue,36,4,3,2,2031.0,1720,2702,32,0.847,40s,High
6370,789095958,Attrited Customer,50,M,1,Unknown,Single,$60K - $80K,Blue,38,4,3,3,7603.0,744,2497,42,0.098,50s,Low
6371,713736333,Attrited Customer,41,F,3,Uneducated,Married,$40K - $60K,Blue,36,1,3,4,3606.0,0,1829,41,0.0,40s,Low
6375,714213708,Attrited Customer,35,F,3,College,Single,Less than $40K,Blue,25,4,3,2,3611.0,2517,2178,45,0.697,30s,Medium
6382,720142308,Attrited Customer,52,F,2,Graduate,Married,Less than $40K,Blue,36,5,3,4,2160.0,0,2360,56,0.0,50s,Low
6389,819688458,Attrited Customer,44,F,5,Graduate,Unknown,Less than $40K,Blue,39,6,3,2,1545.0,0,2646,39,0.0,40s,Low
6390,710785383,Attrited Customer,49,F,2,Graduate,Married,Less than $40K,Blue,39,3,3,1,2212.0,0,2394,55,0.0,40s,Low
6392,713597658,Attrited Customer,36,F,3,Uneducated,Single,Less than $40K,Blue,22,3,3,1,2784.0,2378,2021,57,0.854,30s,High
6393,713953383,Attrited Customer,50,M,1,Post-Graduate,Single,$60K - $80K,Blue,36,4,3,2,2317.0,0,2214,41,0.0,50s,Low
6394,716510658,Attrited Customer,50,F,0,Doctorate,Single,Less than $40K,Blue,38,4,3,3,2595.0,2353,2526,41,0.907,50s,High
6397,708519108,Attrited Customer,46,F,1,Graduate,Married,Unknown,Blue,24,3,3,2,2694.0,1576,2041,57,0.585,40s,Medium
6398,719740008,Attrited Customer,51,F,4,High School,Married,Less than $40K,Blue,41,3,3,4,2791.0,940,2584,49,0.337,50s,Medium
6419,714408933,Attrited Customer,44,M,4,Graduate,Single,$80K - $120K,Blue,36,4,2,2,10834.0,0,2249,51,0.0,40s,Low
6436,712795833,Attrited Customer,34,F,4,Graduate,Married,Less than $40K,Blue,36,2,2,4,5021.0,2517,2270,40,0.501,30s,Medium
6441,712593933,Attrited Customer,40,M,3,Doctorate,Married,$40K - $60K,Blue,36,3,3,4,2313.0,0,2249,42,0.0,40s,Low
6446,714164808,Attrited Customer,42,F,4,Graduate,Married,$40K - $60K,Blue,33,4,3,2,2918.0,0,2056,54,0.0,40s,Low
6452,710500983,Attrited Customer,43,M,2,College,Single,$80K - $120K,Blue,34,2,4,3,4617.0,1035,1779,35,0.224,40s,Low
6456,717666783,Attrited Customer,56,F,3,College,Single,Less than $40K,Blue,46,1,3,3,2272.0,1350,2354,49,0.594,50s,Medium
6461,720731808,Attrited Customer,52,F,3,Graduate,Single,Less than $40K,Blue,38,2,3,4,2437.0,0,3068,53,0.0,50s,Low
6463,789907533,Attrited Customer,49,M,3,Graduate,Married,$80K - $120K,Blue,40,4,2,3,4576.0,193,3100,54,0.042,40s,Low
6465,715919283,Attrited Customer,39,F,4,College,Single,$40K - $60K,Blue,36,3,2,3,1776.0,0,2201,31,0.0,30s,Low
6469,714559458,Attrited Customer,46,M,4,College,Married,$60K - $80K,Blue,36,4,2,1,1681.0,0,1953,48,0.0,40s,Low
6471,772150983,Attrited Customer,48,F,3,High School,Unknown,Less than $40K,Blue,37,4,2,1,2363.0,978,2635,40,0.414,40s,Medium
6494,713920158,Attrited Customer,41,F,3,Uneducated,Unknown,Unknown,Blue,36,2,3,1,13733.0,0,1591,30,0.0,40s,Low
6498,712998033,Attrited Customer,37,M,3,High School,Single,$120K +,Blue,36,3,2,2,7361.0,0,2109,44,0.0,30s,Low
6499,712843983,Attrited Customer,41,F,2,College,Divorced,Less than $40K,Blue,36,3,3,4,1569.0,257,2288,45,0.164,40s,Low
6512,714127383,Attrited Customer,48,F,3,Unknown,Unknown,Unknown,Blue,36,3,3,2,4431.0,2517,2185,48,0.568,40s,Medium
6517,779380908,Attrited Customer,51,M,1,Unknown,Married,$80K - $120K,Blue,39,4,3,4,24462.0,946,1709,37,0.039,50s,Low
6523,713011683,Attrited Customer,37,F,3,College,Married,Unknown,Blue,24,4,2,4,11239.0,0,2055,43,0.0,30s,Low
6535,712677633,Attrited Customer,42,F,0,Uneducated,Divorced,Unknown,Blue,31,3,3,4,2712.0,0,2307,28,0.0,40s,Low
6551,713381433,Attrited Customer,38,F,1,High School,Married,Less than $40K,Blue,28,3,3,3,4196.0,731,1868,30,0.174,30s,Low
6556,716697708,Attrited Customer,61,F,1,High School,Single,Unknown,Blue,52,3,2,4,3293.0,0,3121,56,0.0,60s,Low
6566,720507108,Attrited Customer,42,F,3,College,Married,Less than $40K,Blue,28,3,3,2,1601.0,0,2339,41,0.0,40s,Low
6567,716751858,Attrited Customer,34,F,1,Unknown,Married,Less than $40K,Blue,36,2,3,3,2401.0,496,2597,40,0.207,30s,Low
6568,712829808,Attrited Customer,39,M,3,Uneducated,Married,$60K - $80K,Blue,29,4,3,4,2187.0,0,2031,40,0.0,30s,Low
6575,779302233,Attrited Customer,40,F,4,Graduate,Single,Less than $40K,Blue,22,4,2,3,1438.3,0,2502,45,0.0,40s,Low
6579,717042333,Attrited Customer,53,F,2,College,Married,Less than $40K,Blue,44,3,3,3,1473.0,0,2836,48,0.0,50s,Low
6585,771061008,Attrited Customer,40,F,2,Doctorate,Married,$40K - $60K,Blue,27,4,2,3,2208.0,0,2659,56,0.0,40s,Low
6607,720824883,Attrited Customer,48,F,1,Unknown,Single,Less than $40K,Blue,40,3,1,2,3251.0,2517,2483,50,0.774,40s,High
6610,715847058,Attrited Customer,59,F,2,Uneducated,Divorced,Less than $40K,Blue,36,3,3,3,1863.0,1853,2462,40,0.995,50s,High
6613,712770408,Attrited Customer,42,F,2,Graduate,Unknown,Less than $40K,Blue,36,6,3,2,3413.0,0,2285,40,0.0,40s,Low
6617,710752233,Attrited Customer,43,F,5,High School,Unknown,$40K - $60K,Blue,24,3,2,2,4430.0,2203,2742,49,0.497,40s,Medium
6620,715146558,Attrited Customer,34,F,2,College,Married,Less than $40K,Blue,36,1,3,2,1696.0,0,2325,56,0.0,30s,Low
6622,778606308,Attrited Customer,45,M,3,Uneducated,Divorced,$80K - $120K,Blue,25,2,2,3,6614.0,1881,3016,51,0.284,40s,Low
6623,710438358,Attrited Customer,42,F,1,Uneducated,Single,Less than $40K,Blue,35,4,3,3,3241.0,0,2152,43,0.0,40s,Low
6624,712562433,Attrited Customer,48,F,2,Unknown,Married,Less than $40K,Blue,30,3,3,3,4204.0,0,2316,43,0.0,40s,Low
6626,713717283,Attrited Customer,40,F,3,Unknown,Single,$40K - $60K,Blue,29,3,3,3,2473.0,2332,1738,32,0.943,40s,High
